,number_of_incidents,code,year,month
20688,5,38c,2012,11
20689,5,38c,2012,12
20690,6,38c,2013,01
20691,3,38c,2013,02
20692,3,38c,2013,03
20693,2,38c,2013,04
20694,3,38c,2013,05
20695,10,38c,2013,06
20696,19,38c,2013,07
20697,8,38c,2013,08
20698,8,38c,2013,09
20699,9,38c,2013,10
20700,4,38c,2013,11
20701,8,38c,2013,12
20702,5,38c,2014,01
20703,9,38c,2014,02
20704,5,38c,2014,03
20705,4,38c,2014,04
20706,6,38c,2014,05
20707,3,38c,2014,06
20708,4,38c,2014,07
20709,4,38c,2014,08
20710,7,38c,2014,09
20711,5,38c,2014,10
20712,8,38c,2014,11
20713,13,38c,2014,12
20714,7,38c,2015,01
20715,2,38c,2015,02
20716,7,38c,2015,03
20717,2,38c,2015,04
20718,8,38c,2015,05
20719,4,38c,2015,06
20720,11,38c,2015,07
20721,4,38c,2015,08
20722,3,38c,2015,09
20723,7,38c,2015,10
20724,4,38c,2015,11
20725,8,38c,2015,12
20726,11,38c,2016,01
20727,3,38c,2016,02
20728,10,38c,2016,03
20729,5,38c,2016,04
20730,6,38c,2016,05
20731,4,38c,2016,06
20732,5,38c,2016,07
20733,3,38c,2016,08
20734,2,38c,2016,09
20735,4,38c,2016,10
20736,5,38c,2016,11
20737,2,38c,2016,12
20738,5,38c,2017,01
20739,6,38c,2017,02
20740,2,38d,2005,04
20741,2,38d,2005,05
20742,3,38d,2005,06
20743,1,38d,2005,07
20744,2,38d,2005,09
20745,4,38d,2005,12
20746,1,38d,2006,01
20747,1,38d,2006,02
20748,1,38d,2006,03
20749,1,38d,2006,04
20750,1,38d,2006,05
20751,1,38d,2006,07
20752,1,38d,2006,08
20753,1,38d,2006,09
20754,2,38d,2006,10
20755,3,38d,2006,11
20756,1,38d,2006,12
20757,1,38d,2007,01
20758,5,38d,2007,02
20759,3,38d,2007,03
20760,1,38d,2007,04
20761,3,38d,2007,10
20762,1,38d,2007,12
20763,1,38d,2008,01
20764,1,38d,2008,04
20765,2,38d,2008,05
20766,2,38d,2008,06
20767,2,38d,2008,07
20768,2,38d,2008,08
20769,1,38d,2008,09
20770,2,38d,2008,10
20771,4,38d,2008,11
20772,2,38d,2008,12
20773,3,38d,2009,01
20774,7,38d,2009,03
20775,1,38d,2009,04
20776,1,38d,2009,06
20777,1,38d,2009,07
20778,1,38d,2009,08
20779,4,38d,2009,11
20780,1,38d,2009,12
20781,1,38d,2010,01
20782,1,38d,2010,02
20783,4,38d,2010,03
20784,1,38d,2010,05
20785,1,38d,2010,06
20786,1,38d,2010,07
20787,2,38d,2010,08
20788,2,38d,2010,09
20789,2,38d,2010,10
20790,3,38d,2010,12
20791,1,38d,2011,02
20792,1,38d,2011,03
20793,3,38d,2011,04
20794,1,38d,2011,05
20795,2,38d,2011,07
20796,3,38d,2011,09
20797,1,38d,2011,10
20798,1,38d,2011,12
20799,1,38d,2012,01
20800,5,38d,2012,02
20801,1,38d,2012,03
20802,1,38d,2012,04
20803,1,38d,2012,05
20804,3,38d,2012,06
20805,1,38d,2012,08
20806,2,38d,2012,09
20807,3,38d,2012,12
20808,4,38d,2013,01
20809,1,38d,2013,02
20810,1,38d,2013,03
20811,2,38d,2013,05
20812,1,38d,2013,08
20813,2,38d,2013,09
20814,3,38d,2013,10
20815,1,38d,2013,11
20816,1,38d,2013,12
20817,2,38d,2014,01
20818,1,38d,2014,02
20819,1,38d,2014,04
20820,1,38d,2014,06
20821,2,38d,2014,07
20822,3,38d,2014,10
20823,3,38d,2014,12
20824,1,38d,2015,01
20825,1,38d,2015,03
20826,1,38d,2015,04
20827,2,38d,2015,05
20828,1,38d,2015,06
20829,1,38d,2015,07
20830,1,38d,2015,08
20831,2,38d,2015,09
20832,2,38d,2015,10
20833,3,38d,2015,11
20834,12,38d,2015,12
20835,1,38d,2016,01
20836,3,38d,2016,02
20837,1,38d,2016,03
20838,1,38d,2016,04
20839,1,38d,2016,05
20840,4,38d,2016,06
20841,1,38d,2016,09
20842,1,38d,2016,10
20843,1,38d,2016,11
20844,1,38d,2016,12
20845,2,38d,2017,01
20846,6,38d,2017,02
20847,2,39a,2005,04
20848,2,39a,2005,05
20849,2,39a,2005,07
20850,1,39a,2005,08
20851,2,39a,2005,09
20852,1,39a,2005,10
20853,3,39a,2005,12
20854,1,39a,2006,01
20855,1,39a,2006,03
20856,2,39a,2006,08
20857,2,39a,2006,09
20858,1,39a,2006,11
20859,1,39a,2006,12
20860,3,39a,2007,01
20861,1,39a,2007,03
20862,2,39a,2007,04
20863,4,39a,2007,06
20864,1,39a,2007,08
20865,4,39a,2007,09
20866,1,39a,2007,11
20867,2,39a,2007,12
20868,1,39a,2008,01
20869,3,39a,2008,03
20870,1,39a,2008,05
20871,3,39a,2008,06
20872,1,39a,2008,07
20873,1,39a,2008,08
20874,1,39a,2008,09
20875,4,39a,2009,01
20876,1,39a,2009,02
20877,1,39a,2009,03
20878,4,39a,2009,04
20879,1,39a,2009,05
20880,2,39a,2009,06
20881,2,39a,2009,08
20882,2,39a,2009,09
20883,2,39a,2009,10
20884,2,39a,2009,12
20885,2,39a,2010,02
20886,1,39a,2010,04
20887,1,39a,2010,05
20888,2,39a,2010,06
20889,2,39a,2010,08
20890,1,39a,2010,11
20891,1,39a,2011,01
20892,2,39a,2011,02
20893,2,39a,2011,03
20894,2,39a,2011,04
20895,1,39a,2011,07
20896,2,39a,2011,08
20897,1,39a,2011,09
20898,3,39a,2011,11
20899,4,39a,2011,12
20900,1,39a,2012,01
20901,1,39a,2012,02
20902,2,39a,2012,03
20903,4,39a,2012,06
20904,2,39a,2012,07
20905,1,39a,2012,11
20906,9,39a,2012,12
20907,1,39a,2013,02
20908,1,39a,2013,04
20909,2,39a,2013,06
20910,1,39a,2013,07
20911,1,39a,2013,08
20912,1,39a,2013,10
20913,2,39a,2013,11
20914,3,39a,2013,12
20915,1,39a,2014,01
20916,1,39a,2014,02
20917,1,39a,2014,04
20918,2,39a,2014,05
20919,1,39a,2014,06
20920,2,39a,2014,07
20921,2,39a,2014,09
20922,1,39a,2014,10
20923,2,39a,2014,11
20924,3,39a,2015,01
20925,2,39a,2015,02
20926,1,39a,2015,03
20927,1,39a,2015,04
20928,1,39a,2015,05
20929,6,39a,2015,08
20930,5,39a,2015,09
20931,6,39a,2015,10
20932,6,39a,2015,11
20933,5,39a,2015,12
20934,3,39a,2016,01
20935,3,39a,2016,03
20936,4,39a,2016,04
20937,4,39a,2016,05
20938,6,39a,2016,06
20939,1,39a,2016,07
20940,4,39a,2016,08
20941,2,39a,2016,09
20942,4,39a,2016,10
20943,2,39a,2016,11
20944,9,39a,2016,12
20945,2,39a,2017,01
20946,1,39b,2005,04
20947,1,39b,2005,11
20948,1,39b,2006,03
20949,1,39b,2006,10
20950,2,39b,2006,12
20951,2,39b,2007,04
20952,1,39b,2007,12
20953,1,39b,2008,01
20954,1,39b,2008,04
20955,1,39b,2008,10
20956,1,39b,2008,12
20957,2,39b,2009,01
20958,1,39b,2009,03
20959,1,39b,2009,04
20960,2,39b,2009,12
20961,1,39b,2010,01
20962,1,39b,2010,06
20963,1,39b,2010,12
20964,1,39b,2011,03
20965,1,39b,2011,04
20966,4,39b,2011,05
20967,4,39b,2011,06
20968,5,39b,2011,08
20969,1,39b,2011,09
20970,2,39b,2011,10
20971,3,39b,2011,11
20972,1,39b,2012,01
20973,1,39b,2012,03
20974,2,39b,2012,04
20975,1,39b,2012,05
20976,2,39b,2012,06
20977,1,39b,2012,07
20978,2,39b,2012,08
20979,1,39b,2012,09
20980,5,39b,2012,10
20981,1,39b,2012,11
20982,4,39b,2012,12
20983,1,39b,2013,01
20984,3,39b,2013,02
20985,1,39b,2013,04
20986,3,39b,2013,06
20987,2,39b,2013,07
20988,2,39b,2013,08
20989,7,39b,2013,09
20990,3,39b,2013,10
20991,6,39b,2013,11
20992,5,39b,2013,12
20993,3,39b,2014,01
20994,6,39b,2014,02
20995,5,39b,2014,03
20996,3,39b,2014,04
20997,2,39b,2014,05
20998,3,39b,2014,06
20999,8,39b,2014,07
21000,4,39b,2014,08
21001,2,39b,2014,09
21002,3,39b,2014,10
21003,5,39b,2014,11
21004,3,39b,2014,12
21005,7,39b,2015,01
21006,4,39b,2015,02
21007,3,39b,2015,03
21008,8,39b,2015,05
21009,7,39b,2015,06
21010,5,39b,2015,07
21011,3,39b,2015,08
21012,2,39b,2015,09
21013,4,39b,2015,10
21014,4,39b,2015,11
21015,4,39b,2015,12
21016,4,39b,2016,01
21017,3,39b,2016,02
21018,7,39b,2016,03
21019,7,39b,2016,04
21020,5,39b,2016,05
21021,6,39b,2016,06
21022,8,39b,2016,07
21023,3,39b,2016,08
21024,4,39b,2016,09
21025,8,39b,2016,10
21026,7,39b,2016,11
21027,6,39b,2016,12
21028,9,39b,2017,01
21029,8,39b,2017,02
21030,2,39c,2005,04
21031,3,39c,2005,05
21032,2,39c,2005,06
21033,2,39c,2005,07
21034,1,39c,2005,08
21035,1,39c,2005,09
21036,1,39c,2005,10
21037,2,39c,2005,11
21038,4,39c,2005,12
21039,7,39c,2006,01
21040,1,39c,2006,02
21041,5,39c,2006,03
21042,1,39c,2006,04
21043,3,39c,2006,05
21044,1,39c,2006,06
21045,2,39c,2006,07
21046,5,39c,2006,08
21047,1,39c,2006,09
21048,1,39c,2006,10
21049,2,39c,2006,11
21050,1,39c,2006,12
21051,8,39c,2007,01
21052,1,39c,2007,02
21053,3,39c,2007,03
21054,3,39c,2007,04
21055,1,39c,2007,05
21056,3,39c,2007,06
21057,1,39c,2007,08
21058,1,39c,2007,09
21059,1,39c,2007,10
21060,2,39c,2007,11
21061,4,39c,2007,12
21062,4,39c,2008,01
21063,4,39c,2008,02
21064,1,39c,2008,03
21065,2,39c,2008,04
21066,1,39c,2008,05
21067,6,39c,2008,06
21068,1,39c,2008,07
21069,4,39c,2008,08
21070,5,39c,2008,09
21071,2,39c,2008,10
21072,2,39c,2008,11
21073,4,39c,2008,12
21074,5,39c,2009,01
21075,1,39c,2009,02
21076,3,39c,2009,03
21077,3,39c,2009,04
21078,4,39c,2009,05
21079,2,39c,2009,06
21080,2,39c,2009,07
21081,7,39c,2009,08
21082,4,39c,2009,09
21083,2,39c,2009,10
21084,2,39c,2009,11
21085,4,39c,2009,12
21086,3,39c,2010,02
21087,3,39c,2010,04
21088,1,39c,2010,06
21089,3,39c,2010,07
21090,3,39c,2010,08
21091,1,39c,2010,09
21092,2,39c,2010,10
21093,1,39c,2010,11
21094,3,39c,2011,01
21095,1,39c,2011,02
21096,1,39c,2011,03
21097,3,39c,2011,04
21098,1,39c,2011,05
21099,4,39c,2011,06
21100,2,39c,2011,07
21101,4,39c,2011,08
21102,3,39c,2011,09
21103,1,39c,2011,10
21104,3,39c,2011,12
21105,2,39c,2012,01
21106,3,39c,2012,02
21107,2,39c,2012,03
21108,1,39c,2012,04
21109,2,39c,2012,05
21110,5,39c,2012,06
21111,1,39c,2012,08
21112,1,39c,2012,09
21113,1,39c,2012,10
21114,4,39c,2012,11
21115,4,39c,2012,12
21116,2,39c,2013,01
21117,3,39c,2013,02
21118,4,39c,2013,03
21119,2,39c,2013,04
21120,2,39c,2013,05
21121,10,39c,2013,06
21122,6,39c,2013,07
21123,14,39c,2013,08
21124,14,39c,2013,09
21125,14,39c,2013,10
21126,9,39c,2013,11
21127,13,39c,2013,12
21128,18,39c,2014,01
21129,13,39c,2014,02
21130,2,39c,2014,03
21131,8,39c,2014,04
21132,8,39c,2014,05
21133,7,39c,2014,06
21134,8,39c,2014,07
21135,6,39c,2014,08
21136,7,39c,2014,09
21137,9,39c,2014,10
21138,11,39c,2014,11
21139,9,39c,2014,12
21140,12,39c,2015,01
21141,3,39c,2015,03
21142,3,39c,2015,04
21143,3,39c,2015,05
21144,7,39c,2015,06
21145,4,39c,2015,07
21146,2,39c,2015,08
21147,4,39c,2015,09
21148,6,39c,2015,10
21149,4,39c,2015,11
21150,8,39c,2015,12
21151,7,39c,2016,01
21152,1,39c,2016,02
21153,3,39c,2016,03
21154,4,39c,2016,04
21155,2,39c,2016,05
21156,4,39c,2016,06
21157,4,39c,2016,07
21158,2,39c,2016,08
21159,5,39c,2016,09
21160,5,39c,2016,11
21161,4,39c,2016,12
21162,4,39c,2017,02
21163,4,39d,2005,04
21164,7,39d,2005,05
21165,3,39d,2005,06
21166,4,39d,2005,07
21167,6,39d,2005,08
21168,2,39d,2005,09
21169,6,39d,2005,11
21170,2,39d,2005,12
21171,8,39d,2006,01
21172,1,39d,2006,02
21173,6,39d,2006,03
21174,3,39d,2006,04
21175,2,39d,2006,05
21176,4,39d,2006,06
21177,4,39d,2006,07
21178,10,39d,2006,08
21179,7,39d,2006,09
21180,4,39d,2006,10
21181,10,39d,2006,11
21182,4,39d,2006,12
21183,6,39d,2007,01
21184,2,39d,2007,02
21185,3,39d,2007,03
21186,4,39d,2007,04
21187,7,39d,2007,05
21188,4,39d,2007,06
21189,2,39d,2007,07
21190,5,39d,2007,08
21191,3,39d,2007,09
21192,5,39d,2007,10
21193,1,39d,2007,11
21194,7,39d,2007,12
21195,4,39d,2008,01
21196,4,39d,2008,02
21197,7,39d,2008,03
21198,4,39d,2008,04
21199,8,39d,2008,05
21200,5,39d,2008,06
21201,1,39d,2008,07
21202,6,39d,2008,08
21203,4,39d,2008,09
21204,4,39d,2008,10
21205,4,39d,2008,11
21206,5,39d,2008,12
21207,8,39d,2009,01
21208,4,39d,2009,03
21209,2,39d,2009,04
21210,4,39d,2009,05
21211,4,39d,2009,06
21212,3,39d,2009,07
21213,5,39d,2009,08
21214,7,39d,2009,09
21215,4,39d,2009,10
21216,5,39d,2009,11
21217,4,39d,2009,12
21218,5,39d,2010,01
21219,3,39d,2010,02
21220,5,39d,2010,03
21221,3,39d,2010,04
21222,2,39d,2010,05
21223,5,39d,2010,06
21224,4,39d,2010,07
21225,3,39d,2010,08
21226,2,39d,2010,09
21227,2,39d,2010,10
21228,4,39d,2010,12
21229,8,39d,2011,01
21230,1,39d,2011,02
21231,4,39d,2011,03
21232,6,39d,2011,04
21233,2,39d,2011,05
21234,3,39d,2011,06
21235,5,39d,2011,07
21236,1,39d,2011,08
21237,2,39d,2011,09
21238,2,39d,2011,10
21239,2,39d,2011,11
21240,2,39d,2011,12
21241,5,39d,2012,01
21242,1,39d,2012,02
21243,1,39d,2012,03
21244,5,39d,2012,04
21245,1,39d,2012,05
21246,5,39d,2012,06
21247,3,39d,2012,07
21248,4,39d,2012,08
21249,3,39d,2012,09
21250,2,39d,2012,10
21251,3,39d,2012,11
21252,6,39d,2012,12
21253,4,39d,2013,01
21254,2,39d,2013,02
21255,6,39d,2013,03
21256,2,39d,2013,04
21257,4,39d,2013,05
21258,2,39d,2013,06
21259,4,39d,2013,07
21260,8,39d,2013,08
21261,4,39d,2013,09
21262,7,39d,2013,10
21263,1,39d,2013,11
21264,7,39d,2013,12
21265,3,39d,2014,01
21266,2,39d,2014,02
21267,4,39d,2014,03
21268,3,39d,2014,04
21269,2,39d,2014,05
21270,3,39d,2014,06
21271,6,39d,2014,07
21272,4,39d,2014,08
21273,7,39d,2014,09
21274,3,39d,2014,10
21275,7,39d,2014,11
21276,7,39d,2014,12
21277,11,39d,2015,01
21278,5,39d,2015,02
21279,2,39d,2015,03
21280,5,39d,2015,04
21281,3,39d,2015,05
21282,5,39d,2015,06
21283,5,39d,2015,07
21284,8,39d,2015,08
21285,3,39d,2015,09
21286,2,39d,2015,10
21287,2,39d,2015,11
21288,7,39d,2015,12
21289,11,39d,2016,01
21290,3,39d,2016,02
21291,2,39d,2016,03
21292,2,39d,2016,04
21293,4,39d,2016,05
21294,7,39d,2016,06
21295,11,39d,2016,07
21296,6,39d,2016,08
21297,3,39d,2016,09
21298,6,39d,2016,10
21299,1,39d,2016,11
21300,10,39d,2016,12
21301,8,39d,2017,01
21302,2,39d,2017,02
21303,1,40a,2005,04
21304,3,40a,2005,05
21305,1,40a,2005,08
21306,1,40a,2005,09
21307,1,40a,2005,10
21308,2,40a,2005,11
21309,1,40a,2005,12
21310,1,40a,2006,02
21311,2,40a,2006,03
21312,2,40a,2006,04
21313,1,40a,2006,05
21314,3,40a,2006,07
21315,2,40a,2006,08
21316,4,40a,2006,09
21317,1,40a,2006,10
21318,3,40a,2006,11
21319,1,40a,2006,12
21320,2,40a,2007,01
21321,1,40a,2007,02
21322,1,40a,2007,05
21323,1,40a,2007,06
21324,1,40a,2007,07
21325,1,40a,2007,08
21326,2,40a,2007,09
21327,1,40a,2007,10
21328,2,40a,2007,12
21329,1,40a,2008,03
21330,3,40a,2008,04
21331,2,40a,2008,05
21332,2,40a,2008,06
21333,1,40a,2008,08
21334,1,40a,2008,10
21335,2,40a,2009,02
21336,2,40a,2009,06
21337,2,40a,2009,09
21338,2,40a,2010,01
21339,3,40a,2010,02
21340,2,40a,2010,03
21341,2,40a,2010,05
21342,1,40a,2010,06
21343,2,40a,2010,07
21344,2,40a,2010,08
21345,2,40a,2010,09
21346,2,40a,2010,10
21347,1,40a,2010,11
21348,2,40a,2010,12
21349,3,40a,2011,04
21350,1,40a,2011,05
21351,1,40a,2011,07
21352,1,40a,2011,10
21353,2,40a,2011,11
21354,1,40a,2011,12
21355,1,40a,2012,02
21356,6,40a,2012,03
21357,1,40a,2012,04
21358,2,40a,2012,06
21359,2,40a,2012,08
21360,1,40a,2012,10
21361,3,40a,2012,12
21362,1,40a,2013,01
21363,1,40a,2013,03
21364,1,40a,2013,05
21365,2,40a,2013,06
21366,1,40a,2013,07
21367,2,40a,2013,08
21368,1,40a,2013,09
21369,2,40a,2013,10
21370,2,40a,2013,11
21371,1,40a,2013,12
21372,3,40a,2014,02
21373,2,40a,2014,03
21374,2,40a,2014,04
21375,1,40a,2014,05
21376,1,40a,2014,07
21377,2,40a,2014,10
21378,1,40a,2014,12
21379,2,40a,2015,01
21380,1,40a,2015,02
21381,1,40a,2015,03
21382,1,40a,2015,04
21383,4,40a,2015,05
21384,1,40a,2015,06
21385,3,40a,2015,07
21386,1,40a,2015,09
21387,3,40a,2015,11
21388,2,40a,2015,12
21389,4,40a,2016,01
21390,1,40a,2016,02
21391,2,40a,2016,06
21392,5,40a,2016,07
21393,3,40a,2016,08
21394,1,40a,2016,09
21395,2,40a,2016,10
21396,1,40a,2016,11
21397,2,40a,2016,12
21398,2,40a,2017,01
21399,3,40a,2017,02
21400,3,40b,2005,04
21401,6,40b,2005,05
21402,1,40b,2005,07
21403,1,40b,2005,08
21404,1,40b,2005,09
21405,2,40b,2005,11
21406,5,40b,2005,12
21407,1,40b,2006,01
21408,1,40b,2006,02
21409,2,40b,2006,03
21410,2,40b,2006,06
21411,3,40b,2006,07
21412,3,40b,2006,08
21413,1,40b,2006,11
21414,1,40b,2006,12
21415,1,40b,2007,01
21416,1,40b,2007,02
21417,5,40b,2007,04
21418,5,40b,2007,05
21419,1,40b,2007,06
21420,2,40b,2007,07
21421,1,40b,2007,08
21422,4,40b,2007,09
21423,1,40b,2007,10
21424,6,40b,2007,12
21425,3,40b,2008,01
21426,1,40b,2008,02
21427,1,40b,2008,03
21428,1,40b,2008,04
21429,1,40b,2008,05
21430,1,40b,2008,06
21431,2,40b,2008,07
21432,2,40b,2008,08
21433,2,40b,2008,10
21434,3,40b,2008,11
21435,1,40b,2008,12
21436,4,40b,2009,01
21437,3,40b,2009,02
21438,3,40b,2009,03
21439,2,40b,2009,04
21440,1,40b,2009,05
21441,1,40b,2009,06
21442,2,40b,2009,09
21443,4,40b,2009,10
21444,2,40b,2009,12
21445,1,40b,2010,01
21446,3,40b,2010,02
21447,3,40b,2010,03
21448,1,40b,2010,04
21449,5,40b,2010,05
21450,5,40b,2010,06
21451,1,40b,2010,07
21452,2,40b,2010,08
21453,1,40b,2010,10
21454,3,40b,2010,11
21455,5,40b,2010,12
21456,3,40b,2011,01
21457,2,40b,2011,02
21458,2,40b,2011,03
21459,2,40b,2011,04
21460,4,40b,2011,05
21461,1,40b,2011,06
21462,1,40b,2011,08
21463,1,40b,2011,10
21464,2,40b,2011,11
21465,2,40b,2011,12
21466,3,40b,2012,01
21467,4,40b,2012,02
21468,2,40b,2012,04
21469,3,40b,2012,05
21470,5,40b,2012,06
21471,4,40b,2012,07
21472,5,40b,2012,08
21473,1,40b,2012,09
21474,2,40b,2012,11
21475,5,40b,2012,12
21476,2,40b,2013,01
21477,1,40b,2013,02
21478,5,40b,2013,03
21479,1,40b,2013,04
21480,2,40b,2013,05
21481,1,40b,2013,09
21482,5,40b,2013,10
21483,5,40b,2013,11
21484,7,40b,2013,12
21485,5,40b,2014,01
21486,2,40b,2014,02
21487,2,40b,2014,03
21488,1,40b,2014,04
21489,3,40b,2014,05
21490,2,40b,2014,06
21491,11,40b,2014,07
21492,4,40b,2014,08
21493,1,40b,2014,10
21494,2,40b,2014,11
21495,8,40b,2014,12
21496,8,40b,2015,01
21497,3,40b,2015,02
21498,3,40b,2015,03
21499,2,40b,2015,04
21500,3,40b,2015,05
21501,1,40b,2015,06
21502,6,40b,2015,07
21503,3,40b,2015,08
21504,1,40b,2015,09
21505,1,40b,2015,10
21506,2,40b,2015,11
21507,7,40b,2016,01
21508,2,40b,2016,02
21509,2,40b,2016,03
21510,1,40b,2016,04
21511,3,40b,2016,05
21512,3,40b,2016,06
21513,1,40b,2016,07
21514,1,40b,2016,08
21515,4,40b,2016,09
21516,1,40b,2016,10
21517,1,40b,2016,11
21518,1,40b,2016,12
21519,1,40b,2017,01
21520,3,40c,2005,05
21521,2,40c,2005,06
21522,3,40c,2005,07
21523,2,40c,2005,08
21524,2,40c,2005,09
21525,3,40c,2005,11
21526,1,40c,2006,01
21527,4,40c,2006,03
21528,3,40c,2006,05
21529,1,40c,2006,06
21530,2,40c,2006,07
21531,2,40c,2006,12
21532,3,40c,2007,01
21533,1,40c,2007,02
21534,2,40c,2007,04
21535,3,40c,2007,05
21536,1,40c,2007,08
21537,1,40c,2007,12
21538,1,40c,2008,01
21539,3,40c,2008,02
21540,5,40c,2008,05
21541,3,40c,2008,06
21542,2,40c,2008,07
21543,1,40c,2008,10
21544,2,40c,2008,12
21545,3,40c,2009,01
21546,1,40c,2009,02
21547,2,40c,2009,04
21548,1,40c,2009,05
21549,3,40c,2009,07
21550,1,40c,2009,08
21551,1,40c,2009,09
21552,1,40c,2009,10
21553,2,40c,2009,11
21554,3,40c,2009,12
21555,2,40c,2010,01
21556,1,40c,2010,02
21557,1,40c,2010,04
21558,4,40c,2010,05
21559,3,40c,2010,07
21560,1,40c,2010,10
21561,3,40c,2010,11
21562,2,40c,2010,12
21563,2,40c,2011,01
21564,2,40c,2011,02
21565,2,40c,2011,03
21566,2,40c,2011,04
21567,2,40c,2011,05
21568,3,40c,2011,06
21569,3,40c,2011,07
21570,1,40c,2011,08
21571,1,40c,2011,09
21572,2,40c,2011,10
21573,1,40c,2011,11
21574,1,40c,2011,12
21575,2,40c,2012,01
21576,1,40c,2012,02
21577,1,40c,2012,03
21578,3,40c,2012,07
21579,3,40c,2012,08
21580,1,40c,2012,11
21581,2,40c,2012,12
21582,1,40c,2013,01
21583,2,40c,2013,02
21584,1,40c,2013,04
21585,3,40c,2013,06
21586,1,40c,2013,07
21587,1,40c,2013,08
21588,1,40c,2013,09
21589,1,40c,2013,10
21590,3,40c,2013,11
21591,4,40c,2013,12
21592,1,40c,2014,01
21593,2,40c,2014,02
21594,1,40c,2014,04
21595,2,40c,2014,05
21596,4,40c,2014,06
21597,2,40c,2014,07
21598,1,40c,2014,10
21599,1,40c,2014,11
21600,4,40c,2015,01
21601,1,40c,2015,02
21602,2,40c,2015,03
21603,2,40c,2015,05
21604,2,40c,2015,07
21605,4,40c,2015,08
21606,1,40c,2015,10
21607,4,40c,2015,11
21608,2,40c,2015,12
21609,5,40c,2016,02
21610,1,40c,2016,03
21611,3,40c,2016,04
21612,2,40c,2016,05
21613,5,40c,2016,06
21614,3,40c,2016,07
21615,1,40c,2016,08
21616,4,40c,2016,09
21617,3,40c,2016,10
21618,5,40c,2016,11
21619,1,40c,2016,12
21620,1,40c,2017,01
21621,1,41a,2005,03
21622,1,41a,2005,04
21623,7,41a,2005,05
21624,1,41a,2005,06
21625,1,41a,2005,07
21626,2,41a,2005,08
21627,1,41a,2005,09
21628,3,41a,2005,10
21629,2,41a,2006,02
21630,3,41a,2006,03
21631,2,41a,2006,04
21632,2,41a,2006,08
21633,3,41a,2006,09
21634,2,41a,2006,10
21635,1,41a,2006,11
21636,1,41a,2006,12
21637,1,41a,2007,01
21638,3,41a,2007,02
21639,1,41a,2007,03
21640,3,41a,2007,04
21641,1,41a,2007,05
21642,3,41a,2007,06
21643,4,41a,2007,07
21644,2,41a,2007,08
21645,1,41a,2007,09
21646,2,41a,2007,10
21647,3,41a,2007,11
21648,2,41a,2007,12
21649,1,41a,2008,01
21650,2,41a,2008,03
21651,2,41a,2008,05
21652,1,41a,2008,06
21653,1,41a,2008,07
21654,2,41a,2008,08
21655,2,41a,2008,09
21656,1,41a,2008,10
21657,4,41a,2008,11
21658,5,41a,2008,12
21659,2,41a,2009,02
21660,7,41a,2009,03
21661,1,41a,2009,04
21662,1,41a,2009,05
21663,2,41a,2009,07
21664,3,41a,2009,10
21665,1,41a,2009,11
21666,5,41a,2009,12
21667,2,41a,2010,01
21668,2,41a,2010,02
21669,3,41a,2010,03
21670,4,41a,2010,05
21671,4,41a,2010,06
21672,8,41a,2010,07
21673,3,41a,2010,08
21674,1,41a,2010,09
21675,2,41a,2010,10
21676,3,41a,2010,11
21677,3,41a,2010,12
21678,3,41a,2011,01
21679,1,41a,2011,02
21680,2,41a,2011,03
21681,3,41a,2011,04
21682,1,41a,2011,05
21683,1,41a,2011,06
21684,3,41a,2011,07
21685,5,41a,2011,08
21686,6,41a,2011,09
21687,3,41a,2011,11
21688,3,41a,2011,12
21689,3,41a,2012,01
21690,1,41a,2012,02
21691,2,41a,2012,03
21692,2,41a,2012,04
21693,1,41a,2012,05
21694,2,41a,2012,06
21695,2,41a,2012,07
21696,1,41a,2012,08
21697,4,41a,2012,09
21698,3,41a,2012,10
21699,3,41a,2012,11
21700,2,41a,2012,12
21701,3,41a,2013,01
21702,3,41a,2013,02
21703,1,41a,2013,03
21704,5,41a,2013,04
21705,1,41a,2013,05
21706,3,41a,2013,06
21707,3,41a,2013,07
21708,1,41a,2013,09
21709,1,41a,2013,10
21710,4,41a,2013,11
21711,5,41a,2013,12
21712,1,41a,2014,01
21713,1,41a,2014,03
21714,1,41a,2014,04
21715,2,41a,2014,05
21716,7,41a,2014,06
21717,4,41a,2014,07
21718,2,41a,2014,08
21719,1,41a,2014,09
21720,7,41a,2014,10
21721,4,41a,2014,11
21722,2,41a,2014,12
21723,4,41a,2015,01
21724,2,41a,2015,02
21725,1,41a,2015,04
21726,3,41a,2015,05
21727,10,41a,2015,07
21728,2,41a,2015,08
21729,1,41a,2015,10
21730,2,41a,2015,11
21731,7,41a,2015,12
21732,7,41a,2016,01
21733,2,41a,2016,02
21734,2,41a,2016,03
21735,6,41a,2016,04
21736,4,41a,2016,05
21737,3,41a,2016,06
21738,1,41a,2016,07
21739,2,41a,2016,08
21740,1,41a,2016,10
21741,1,41a,2016,11
21742,2,41a,2016,12
21743,2,41a,2017,01
21744,2,41a,2017,02
21745,2,41b,2005,04
21746,1,41b,2005,05
21747,1,41b,2005,06
21748,2,41b,2005,07
21749,1,41b,2005,08
21750,2,41b,2005,09
21751,1,41b,2005,12
21752,2,41b,2006,01
21753,1,41b,2006,02
21754,1,41b,2006,03
21755,1,41b,2006,04
21756,1,41b,2006,06
21757,4,41b,2006,07
21758,4,41b,2006,08
21759,1,41b,2006,09
21760,1,41b,2006,10
21761,1,41b,2006,11
21762,1,41b,2006,12
